crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,band_layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,efg_code,efg_name,efg_description,pixel_value
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,1,cropland,"Arable land that is sowed or planted at least once within a 12-month period, including irrigated or rain-fed field, plantation and greenhouse",NA,No Data,NA No Data,255
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,10,ice/snow,Land covered with snow and ice all year round,T6.1,"Ice sheets, glaciers and perennial snowfields","T6.1 Ice sheets, glaciers and perennial snowfields",38
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,2,forest,"Land covered by trees, with canopy coverage greater than 30?% and canopy height typically no less than 2?m",NA,No Data,NA No Data,255
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,3,graminoid tundra,Land covered by herbaceous vegetation with plant height typically ranging 5–15?cm,T6.3,Polar tundra and deserts,T6.3 Polar tundra and deserts,40
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,4,shrub tundra,Land covered by shrubs of any stature with plant height typically ranging 20–50?cm,T6.3,Polar tundra and deserts,T6.3 Polar tundra and deserts,40
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,5,wetland,Land featured by aquatic plants and periodically saturated with or covered by water,NA,No Data,NA No Data,255
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,6,open water,"Inland open water bodies, including rivers, lakes, reservoirs, pits and ponds",NA,No Data,NA No Data,255
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,7,lichen/moss,Bedrock covered by cryptogam communities,T6.2,"Polar/alpine cliffs, screes, outcrops and lava flows","T6.2 Polar/alpine cliffs, screes, outcrops and lava flows",39
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,8,man-made imperviousness,Impermeable land surface paved by man-made structures,T7.4,Urban and industrial ecosystems,T7.4 Urban and industrial ecosystems,49
17/12/2025,Alli Lynn,2.1,315,sysu_arctic_lcov_2022,CALC-2020-AK,raster code,9,barren land,Natural dry land with vegetation coverage typically less than 10?%,T6.2,"Polar/alpine cliffs, screes, outcrops and lava flows","T6.2 Polar/alpine cliffs, screes, outcrops and lava flows",39
